af_id,name,organization,country,city
129575167,USAMD-AFRIMS,"Department of Veterinary Medicine, USAMD-AFRIMS",Thailand,Bangkok
124583530,Genevant Sciences Corporation,Genevant Sciences Corporation,Canada,Vancouver
60030948,Chinese Academy of Sciences,"Key Laboratory of Plant Resources Conservation and Sustainable Utilization, South China Botanical Garden, Chinese Academy of Sciences",China,Guangzhou
113714906,The National Orchid Conservation Center of China and the Orchid Conservation & Research Center of Shenzhen,"Key Laboratory of National Forestry and Grassland Administration for Orchid Conservation and Utilization, The National Orchid Conservation Center of China and the Orchid Conservation & Research Center of Shenzhen",China,Shenzhen
106900741,Nanning Normal University,"Key Laboratory of Environment Change and Resources Use in Beibu Gulf, Nanning Normal University",China,Nanning
60018487,AP-HP,"Oral Surgery Department, Charles Foix Hospital, AP-HP",France,Ivry-Sur-Seine
116610608,Medical Training Center,Medical Training Center,France,Rouen
60031394,APHP,"Reference Center for Oral and Dental Rare Diseases, ORARES, Odontology Department, Rothschild Hospital, APHP",France,Paris
60011473,Tokyo Dental College,"Department of Orthodontics, Tokyo Dental College",Japan,Chiba
128164503,Carrer de Sant Joan,"Institut Sant Joan, Carrer de Sant Joan",Spain,Barcelona
60023431,Tsurumi University,"Department of orthodontics, School of Dental Medicine, Tsurumi University",Japan,Yokohama
60015187,and Lokmanya Tilak Municipal Medical College,"Department of Gastroenterology, Lokmanya Tilak Municipal General Hospital, and Lokmanya Tilak Municipal Medical College",India,Mumbai
126196916,Hospital Selayang,"Department of Medicine, Hospital Selayang",Malaysia,Selangor
100337640,DMC,"Department of Gastroenterology, DMC",India,Ludhiana
113492048,Global Hospitals,Global Hospitals,India,Mumbai
60070785,Ajman University,"Department of Clinical Sciences, Center of Medical and Bio-allied Health Sciences and Research, Ajman University",United Arab Emirates,Ajman
60104599,Sree Balaji Dental College and Hospital,"Department of Public Health Dentistry, Sree Balaji Dental College and Hospital",India,Chennai
60117092,Meenakshi Academy of Higher Education and Research (Deemed to be University),"Central Research Laboratory, Meenakshi Academy of Higher Education and Research (Deemed to be University)",India,Chennai
60010756,Dartmouth College,"Department of Brain and Psychological Sciences, Dartmouth College",United States,Hanover
60023571,Federal University of Technology Akure,"Department of Biotechnology, School of Life Sciences (SLS), Federal University of Technology Akure",Nigeria,Akure
101887812,Bhupal Nobles’ College of Pharmacy,"Department of Pharmaceutical Chemistry, Bhupal Nobles’ College of Pharmacy",India,Udaipur
60011677,University of South Dakota Sanford School of Medicine,University of South Dakota Sanford School of Medicine,United States,Sioux Falls
60002537,G.B. Pant Hospital,"Department of Gastroenterology, G.B. Pant Hospital",India,New Delhi
123824913,AIG Hospitals,"Department of Hepatology, AIG Hospitals",India,Hyderabad
122373802,Fatima University Medical Center Manila,Fatima University Medical Center Manila,Philippines,Manila
106411725,NIHR Nottingham Digestive Diseases,"Biomedical Research Unit, NIHR Nottingham Digestive Diseases",United Kingdom,Nottingham
127012414,Apollo Multispeciality Hospitals,"Institute of Gastrosciences and Liver Transplantation, Apollo Multispeciality Hospitals",India,Kolkata
60071808,Liver Foundation,"Department of Hepatology, The Liver Clinic, Liver Foundation",Nepal,Kathmandu
126669421,Hospital Selayang,"Department of Hepatology, Hospital Selayang",Malaysia,Selangor Darul Ehsan
60161479,Provincial Hospital Affiliated to Shandong First Medical University,"Department of Gastroenterology, Provincial Hospital Affiliated to Shandong First Medical University",China,Jinan
127167887,Alfred Health,"Hepatology, Alfred Health",Australia,Melbourne
129768522,Inova Fairfax Medical Campus,"Department of Medicine, Inova Fairfax Medical Campus",United States,Richmond
120330913,Umwelt und Geologie,"Hessisches Landesamt für Naturschutz, Umwelt und Geologie",Germany,Wiesbaden
60108641,Basque Research and Technology Alliance (BRTA),"Center for Cooperative Research in Biomaterials (CIC biomaGUNE), Basque Research and Technology Alliance (BRTA)",Spain,Donostia-San Sebastian
60105951,Hospital Clínico de la Fuerza Aérea de Chile,"Unidad de Respiratorio, Hospital Clínico de la Fuerza Aérea de Chile",Chile,Santiago
122683902,GSK,"Emerging Markets, GSK",Singapore,Singapore
113098572,Lyon Cedex 08,"Hopital Privé Jean Mermoz, Ramsay Santé, Lyon Cedex 08",France,NA
60009622,Vita Salute San Raffaele University,"Pancreato-Biliary Endoscopy and Endosonography Division, Pancreas Translational & Clinical Research Center, San Raffaele Scientific Institute IRCCS, Vita Salute San Raffaele University",Italy,Milan
60021073,Dupuytren University Hospital,"Gastroenterology Department, Dupuytren University Hospital",France,Limoges
101495468,Inner Mongolia Medical University,"School of Health Management, Inner Mongolia Medical University",China,Hohhot
60189146,University of Wollongong,"The Centre for Human and Social Capital Research, Sydney Business School, Faculty of Business and Law, University of Wollongong",Australia,Wollongong
60016289,The American College,"Post Graduate and Research Department of Physics, The American College",India,Madurai
60114028,Lady Doak College,"Post Graduate and Research Department of Chemistry, Lady Doak College",India,Madurai
60108596,Technická 2896/2,"Sustainable Process Integration Laboratory – SPIL, NETME Centre, Faculty of Mechanical Engineering, Brno University of Technology – VUT Brno, Technická 2896/2",Czech Republic,Brno
101920473,Ministry of Justice,"Central Institute of Forensic Science, Ministry of Justice",Thailand,Bangkok
129890351,POSCO - Thainox Public Company Limited,POSCO - Thainox Public Company Limited,Thailand,Rayong
125209531,Ltd.,"Visavakit Patana Corp., Ltd.",Thailand,Pathumthani
128497633,Indiana University,"School of Nursing, Indiana University",United States,NA
60274951,Al-Azhar University (Assiut Branch),"Department of Zoology, Faculty of Science, Al-Azhar University (Assiut Branch)",Egypt,Assiut
60104719,Universidad San Ignacio de Loyola,"Grupo de Investigación de Biodiversidad, Medio Ambiente y Sociedad, Universidad San Ignacio de Loyola",Peru,Lima
60275751,Galway Campus,"Marine and Freshwater Research Centre (MFRC), Atlantic Technological University (ATU), Galway Campus",Ireland,Galway
126981352,Island Hospital,"Neurology Unit, Island Hospital",Malaysia,Georgetown
128580342,University of Health Sciences,"Sethathirath Hospital, University of Health Sciences",Laos,Vientiane
129815619,Research and Innovation for Sustainability Centre (RISC),Research and Innovation for Sustainability Centre (RISC),Thailand,Bangkok
108698747,Sunpasitthiprasong Hospital Ubon Ratchathani,"Cardiac Center, Sunpasitthiprasong Hospital Ubon Ratchathani",Thailand,Ubon Ratchathani
106164074,Phyathai Sriracha General Hospital,"Cardiac Center, Phyathai Sriracha General Hospital",Thailand,Chonburi
60027315,Khulna University,"Forestry and Wood Technology Discipline, Khulna University",Bangladesh,Khulna
129997670,Information and Communication Engineering,Information and Communication Engineering,Thailand,NA
60004888,Boulevard de Constance,"Department of Strategy, INSEAD, Boulevard de Constance",France,Fontainebleau
60122523,ESMT-Berlin,"Department of Strategy, ESMT-Berlin",Germany,Berlin
60070900,Army Hospital Research and Referral,"NIDAN Kendra, Genetic Centre, Army Hospital Research and Referral",India,New Delhi
60080305,Jaypee Institute of Information Technology,"Dept. of Elecrtronics and Communication Engg, Jaypee Institute of Information Technology",India,NA
114984152,School of Biomolecular Science and Engineering,"Vidyasirimedhi Institute of Technology, School of Biomolecular Science and Engineering",Thailand,Rayong
60019098,Hsinchu Science Park,"National Synchrotron Radiation Research Center (NSRRC), Hsinchu Science Park",Taiwan,Hsinchu
106679783,Adventure Aquarium,Adventure Aquarium,United States,Camden
129115794,Wildlife and Animal Welfare Institute,Wildlife and Animal Welfare Institute,United States,Bethesda
101649802,Animal & Bird Health Care Center,Animal & Bird Health Care Center,United States,Cherry Hill
106199777,Philadelphia Zoo,Philadelphia Zoo,United States,Philadelphia
60104971,Electronic and Telecommunication Engineering,"General Sir John Kotelawala Defence University, Faculty of Engineering, Department of Electrical, Electronic and Telecommunication Engineering",Sri Lanka,Ratmalana
105496524,Fondation Merieux,Fondation Merieux,France,Lyon
113566355,Inner Mongolia Medical University,"Research Institute for Health Policy, School of Health Management, Inner Mongolia Medical University",China,Hohhot
128498805,International Joint Research Center on Food Security,International Joint Research Center on Food Security,Thailand,Pathum Thani
109711333,Hospital Raja Perempuan Zainab II,"Department of Pediatrics, Hospital Raja Perempuan Zainab II",Malaysia,NA
60122522,EA7510 ESCAPE-USC ANSES VECPAR,"Faculté de Pharmacie, Université de Reims Champagne-Ardenne, SFR Cap Santé, EA7510 ESCAPE-USC ANSES VECPAR",France,Reims
60119956,Seoul National University,"Department of Internal Medicine, Seoul National University Hospital, Cancer Research Institute, Seoul National University College of Medicine, Seoul National University",South Korea,Seoul
60160813,Shimane University Hospital,"Department of Medical Oncology, Shimane University Hospital",Japan,Shimane
100624745,Cardinal Santos Cancer Center,"Section of Medical Oncology, Department of Internal Medicine, Cardinal Santos Cancer Center",Philippines,San Juan
60196808,Dharmais Hospital (National Cancer Center),"Department of Hematology and Medical Oncology, Dharmais Hospital (National Cancer Center)",Indonesia,Jakarta
119221731,ESMO,ESMO,Switzerland,Lugano
60008750,University of Sheffield Medical School,"Department of Infection, Immunity & Cardiovascular Disease, University of Sheffield Medical School",United Kingdom,NA
128565560,Tien Giang University,"Faculty of Technology Engineering, Tien Giang University",Viet Nam,My Tho
60109179,Univ. Paris-Saclay,"Centre de Nanosciences et de Nanotechnologies, UMR 9001 CNRS, Univ. Paris-Saclay",France,Palaiseau Cedex
60026243,Kyoto Women’s University,"Department of Food and Nutrition, Kyoto Women’s University",Japan,Kyoto
60199577,Siriraj-Piyamaharajkarun Hospital,"Rehabilitation Center, Siriraj-Piyamaharajkarun Hospital",Thailand,Bangkok
129249758,Chanthaburi Coastal Aquaculture Research and Development Center,Chanthaburi Coastal Aquaculture Research and Development Center,Thailand,Chanthaburi
60129102,Tianjin University,"Key Laboratory for Green Chemical Technology of Ministry of Education, School of Chemical Engineering and Technology, Collaborative Innovation Center of Chemical Science and Engineering, Tianjin University",China,Tianjin
60029482,Concord Repatriation General Hospital,"Department of Otolaryngology, Head and Neck Surgery, Concord Repatriation General Hospital",Australia,Sydney
112655483,Office of the National Broadcasting and Telecommunications Commission,Office of the National Broadcasting and Telecommunications Commission,Thailand,Bangkok
60065075,Karachi Medical and Dental College,Karachi Medical and Dental College,Pakistan,Karachi
107713590,Baqai Dental College,"Department of Operative Dentistry & Endodontics, Baqai Dental College",Pakistan,Karachi
129858451,Muang Thai,"Greenergy (Thailand) Co. Ltd, Muang Thai",Thailand,Bangkok
106616183,Rajamangala University of Thanyaburi,"Faculty of Engineering, Rajamangala University of Thanyaburi",Thailand,Pathum Thani
60118427,Zhejiang University,"Sir Run Run Shaw Hospital, College of Medicine, Zhejiang University",China,Hangzhou
60004078,Isala Klinieken Zwolle,Isala Klinieken Zwolle,Netherlands,NA
60270094,Toyohashi Heart Center,"Department of Cardiovascular Medicine, Toyohashi Heart Center",Japan,Aichi
60002119,Ogaki Municipal Hospital,"Department of Cardiology, Ogaki Municipal Hospital",Japan,NA
118453757,Health Education England,"Global Health Partnerships, Health Education England",United Kingdom,London
100555464,Royal Thai Navy,"Department of Otorhinolaryngology, Somdejprapinklao Hospital, Royal Thai Navy",Thailand,NA
60014318,Swedish Meteorological and Hydrological Institute,Swedish Meteorological and Hydrological Institute,Sweden,Norrköping
112649853,APEC Climate Center (APCC),APEC Climate Center (APCC),South Korea,Busan
60023653,National Institutes of Health,"National Institute of Dental and Craniofacial Research, National Institutes of Health",United States,NA
60189485,Tokyo Seiei University,"Department of Health and Nutrition, Tokyo Seiei University",Japan,Tokyo
60028419,Universidade de Santiago de Compostela and Instituto Galego de Física de Altas Enerxías (IGFAE),"Departamento de Física de Partículas, Universidade de Santiago de Compostela and Instituto Galego de Física de Altas Enerxías (IGFAE)",Spain,Santiago de Compostela
60070009,Vrije Universiteit Brussel and The International Solvay Institutes,"Theoretische Natuurkunde, Vrije Universiteit Brussel and The International Solvay Institutes",Belgium,Brussels
60016900,Women's College Hospital,"Division of Dermatology, Women's College Hospital",Canada,Toronto
60017829,Institute for Clinical Evaluative Sciences (ICES),Institute for Clinical Evaluative Sciences (ICES),Canada,Toronto
60092446,Academia Sinica,"Institute of Molecular Biology, Academia Sinica",Taiwan,Taipei
60090105,Chang Gung University of Science and Technology,"Department of Nursing, College of Human Ecology, Chang Gung University of Science and Technology",Taiwan,Kaohsiung
122508278,Krabookkoo Wildlife Breeding Center,Krabookkoo Wildlife Breeding Center,Thailand,Chachoengsao
60020626,Texas Tech University Health Sciences Center El Paso,"Department of Neurology, Texas Tech University Health Sciences Center El Paso",United States,El Paso
106548720,Chiang Mai Neurological Hospital,Chiang Mai Neurological Hospital,Thailand,Chiang Mai
60074854,Bertino Consulting,Bertino Consulting,United States,NA
114111212,IRPC Public Company Limited,"Office of Corporate R&D, IRPC Public Company Limited",Thailand,Rayong
129969792,Independent Researcher,Independent Researcher,Australia,Kincumber
112768650,Research Technology Inc,Research Technology Inc,United States,Philadelphia
60020606,INSERM 1256,"Centre Hospitalier Régional Universitaire de Nancy, Université de Lorraine, INSERM 1256",France,Nancy
60021498,Monash University,"Frankston Hospital and, Monash University",Australia,Frankston
60028352,Centro de Investigación Biomédica en Red de Cáncer,"Hospital Universitario de Salamanca, Institute for Biomedical Research of Salamanca, Centro de Investigación Biomédica en Red de Cáncer",Spain,Salamanca
60028234,University Hospital F. Mitterrand,"Department of Haematology, INSERM 1231, University Hospital F. Mitterrand",France,Dijon
60025996,Hôpital de Mercy Centre Hospitalier Régional Metz-Thionville,Hôpital de Mercy Centre Hospitalier Régional Metz-Thionville,France,Metz
60021290,North Shore Hospital,North Shore Hospital,New Zealand,Auckland
60023634,Portuguese Institute of Oncology,Portuguese Institute of Oncology,Portugal,Lisbon
116505678,Institut Universitaire du Cancer de Toulouse-Oncopole,Institut Universitaire du Cancer de Toulouse-Oncopole,France,Toulouse
60030914,Fundaleu,Fundaleu,Argentina,Buenos Aires
119634231,Mont-Godinne,"UCL, Mont-Godinne",Belgium,Yvoir
60023228,Centre Henri-Becquerel,Centre Henri-Becquerel,France,Rouen
124817452,Ministry of Health and Sports,"Department of Public Health, Ministry of Health and Sports",Myanmar,Naypyitaw
123148961,Myanmar Health Network Organization,Myanmar Health Network Organization,Myanmar,Yangon
60028677,"Centro de Astrobiologiá (CAB,CSIC-INTA)","Centro de Astrobiologiá (CAB,CSIC-INTA)",Spain,"Torrejón de Ardoz,Madrid"
60011619,National Observatory of Athens,"Institute for Astronomy,Astrophysics,Space Applications and Remote Sensing, National Observatory of Athens",Greece,Athens
60103895,University of Tokyo,"Research Center for the Early Universe, University of Tokyo",Japan,"Bunkyo-ku, Tokyo"
122559555,Kasemrad Hospital Saraburi,Kasemrad Hospital Saraburi,Thailand,NA
121429403,Henry M. Jackson Foundation for the Advancement of Military Medicine,Henry M. Jackson Foundation for the Advancement of Military Medicine,United States,Bethesda
60092138,TPI Polene Public Company Limited,TPI Polene Public Company Limited,Thailand,Bangkok
60176145,Norwich Research Park,"Department of Biological Chemistry, John Innes Centre, Norwich Research Park",United Kingdom,Norwich
60068590,Ghent University Hospital,"Endocrinology and Metabolic Disease, Ghent University Hospital",Belgium,Ghent
101912640,Fertility Clinic,Fertility Clinic,Belgium,Aalter
60107212,Academic Model Providing Access to Healthcare (AMPATH),Academic Model Providing Access to Healthcare (AMPATH),Kenya,Eldoret
60080243,University of Limerick,"Optical Fibre Sensors Research Centre (OFSRC), Dept. of Electronic and Computer Engineering, University of Limerick",Ireland,Limerick
60105844,Aspetar Orthopaedic and Sports Medicine Hospital,"Sports Spine Centre, Aspetar Orthopaedic and Sports Medicine Hospital",Qatar,Doha
60110518,Phechaburi Rajabhat University,"Department of Business Information Management, Phechaburi Rajabhat University",Thailand,Phetchaburi
114139166,Laboratory of Medical Microbiology,Laboratory of Medical Microbiology,Germany,Roetha OT Moelbis
60005034,Littlemore Mental Health Centre,"Oxford Health NHS Foundation Trust, Littlemore Mental Health Centre",United Kingdom,Oxford
60017010,Liaoning Normal University,"LNU-MSU College of International Business, Liaoning Normal University",China,Dalian
115750926,DaVita HealthCare Partners Inc.,DaVita HealthCare Partners Inc.,United States,Cleveland
60029150,Sunnybrook Health Sciences Centre,"Department of Medicine, Sunnybrook Health Sciences Centre",Canada,Toronto
60030666,Oita University Hospital,"Department of Nephrology, Oita University Hospital",Japan,Yufu
60161449,Nagakute,"Department of Nephrology and Rheumatology, Aichi Medical University School of Medicine, Nagakute",Japan,NA
60025643,Smithsonian Conservation Biology Institute,Smithsonian Conservation Biology Institute,United States,Front Royal
122725536,Sub-Department of Animal Health and Production (SDAHP),Sub-Department of Animal Health and Production (SDAHP),Viet Nam,"Cao Lanh, Dong Thap"
60087573,Food and Agriculture Organization of the United Nations,Food and Agriculture Organization of the United Nations,Indonesia,Jakarta
122726033,LMI Drug Resistance in South-east Asia (DRISA),LMI Drug Resistance in South-east Asia (DRISA),Viet Nam,Hanoi
60020956,Baxter Healthcare Corporation,Baxter Healthcare Corporation,United States,Deerfield
114335471,Avenida Universidad,"Laboratorio de Investigación Biomédica, Facultad de Medicina y Nutrición, Avenida Universidad",Mexico,Durango
105512940,Federal Neuropsychiatric Hospital,"Child and Adolescent Unit, Federal Neuropsychiatric Hospital",Nigeria,Enugu
113928516,Childhood Neuropsychiatric Disorders Initiatives,Childhood Neuropsychiatric Disorders Initiatives,Nigeria,Enugu
60111268,Ingham Institute,Ingham Institute,Australia,Liverpool
60008591,Generalitat de Catalunya,"Vulnerability, Psychopathology and Gender Research Group, Generalitat de Catalunya",Spain,Catalonia
60003938,University of Oslo,"Department of Community Medicine, Institute of Health and Society, Faculty of Medicine, University of Oslo",Norway,Oslo
122317142,Karitane,Karitane,Australia,Carramar
117918681,Private Practice,Private Practice,Germany,Hamburg
60001789,Blekinge Hospital,"Department of Obstetrics and Gynaecology, Blekinge Hospital",Sweden,Karlskrona
115418820,Ajuntament de Terrassa,"Psychology Service, Regidoria de Polítiques de Gènere, Ajuntament de Terrassa",Spain,Terrassa
60017451,National Center of Neurology and Psychiatry,"Department of Mental Health Policy, National Institute of Mental Health, National Center of Neurology and Psychiatry",Japan,Kodaira
113091524,Graduate Medical Education,"Halifax Health, Graduate Medical Education",United States,Daytona Beach
60015399,Human Sciences Research Council,"Human and Social Development Programme, Human Sciences Research Council",South Africa,Johannesburg
60024330,Castle Peak Hospital,"Department of Psychiatry, Castle Peak Hospital",Hong Kong,NA
60009376,Institute of Mental Health,Institute of Mental Health,Singapore,Hougang
60095080,National Healthcare Group,National Healthcare Group,Singapore,NA
122238799,Institute for Theortical and Experimental Physics,Institute for Theortical and Experimental Physics,Russian Federation,Moscow
123929234,Institute of Physics,Institute of Physics,India,Bhubaneswar
122238580,Institute for Nucler Research,Institute for Nucler Research,Russian Federation,Moscow
60011944,Shibaura Institute of Technology,"Department of Applied Chemistry, Faculty of Engineering, Shibaura Institute of Technology",Japan,Tokyo
108042953,CNPq),"National Institute for Translational Medicine (INCT-TM, CNPq)",Brazil,Ribeirão Preto
117822495,Center for Indonesian Veterinary Analytical Studies,Center for Indonesian Veterinary Analytical Studies,Indonesia,Bogor
116681995,FAO Country Office for Vietnam,FAO Country Office for Vietnam,Viet Nam,Hanoi
60071412,National Institute of Veterinary Research,National Institute of Veterinary Research,Viet Nam,Hanoi
60005498,Argonne National Laboratory,"X-ray Science Division, Advanced Photon Source, Argonne National Laboratory",United States,Lemont
60194937,Roi et Rajabhat University,"Program of Physics, Faculty of Liberal Arts and Science, Roi et Rajabhat University",Thailand,Roi Et
102024588,Denver Police Crime Laboratory,Denver Police Crime Laboratory,United States,NA
60104705,University of Colorado,"Department of Biostatistics and Informatics, Colorado School of Public Health, University of Colorado",United States,Aurora
124599834,Universal Scientific Education and Research Network (USERN),"Network of Immunity in Infection, Malignancy and Autoimmunity (NIIMA), Universal Scientific Education and Research Network (USERN)",Thailand,Bangkok
60139048,Public Health Foundation of India,Public Health Foundation of India,India,New Delhi
120620922,Queen Sirikit Sericulture Center (Nakhon Ratchasima),Queen Sirikit Sericulture Center (Nakhon Ratchasima),Thailand,Nakhon Ratchasima
116553859,Universitas Sembilanbelas November Kolaka,Universitas Sembilanbelas November Kolaka,Indonesia,Sulawesi Tenggara
60108868,Islamic University of Kalimantan,"Faculty of Social and Political Science, Islamic University of Kalimantan",Indonesia,Banjarmasin
60090656,Universiti Tun Hussein Onn Malaysia,Universiti Tun Hussein Onn Malaysia,Malaysia,"Parit Raja, Johor"
60013305,Vitalant Research Institute,Vitalant Research Institute,United States,San Francisco
60015787,University of Minnesota,"Department of Veterinary and Biomedical Sciences, College of Veterinary Medicine, University of Minnesota",United States,St. Paul
119755929,Elanco Animal Health Inc.,Elanco Animal Health Inc.,Switzerland,Basel
60070145,Rotterdam Eye Hospital,Rotterdam Eye Hospital,Netherlands,Rotterdam
60013918,Universidade Federal de Viçosa,"Laboratório de Sistemática e Biologia de Coleoptera, Departamento de Biologia Animal, Universidade Federal de Viçosa",Brazil,"Viçosa, MG"
60073652,Tongji University,"State Key Laboratory of Marine Geology, Tongji University",China,NA
105889154,GEMAC,GEMAC,France,"Lieu-Dit Berganton, Saint Jean d'Illac"
115172511,Yuksek Ihsitas Hospital,Yuksek Ihsitas Hospital,Turkey,Ankara
60012324,Istanbul Üniversitesi Istanbul Tip Fakültesi Hastanesi,Istanbul Üniversitesi Istanbul Tip Fakültesi Hastanesi,Turkey,Istanbul
60023022,University Health Network,"Liver Clinic, Toronto General Hospital, University Health Network",Canada,Toronto
121067016,Royal Society of Thailand,"FRS(T), Division of Science, Royal Society of Thailand",Thailand,Bangkok
113188143,Chumphae Hospital,Chumphae Hospital,Thailand,"Chum Phae, Khon Kaen"
60115878,"From the Division in Anatomy and Developmental Biology, Department of Oral Biology, Human Identification Research Institute, Yonsei University College of Dentistry; and the Chula Soft Cadaver Surgical Training Center and Department of Anatomy, Faculty of Medicine, Chulalongkorn University.","From the Division in Anatomy and Developmental Biology, Department of Oral Biology, Human Identification Research Institute, Yonsei University College of Dentistry; and the Chula Soft Cadaver Surgical Training Center and Department of Anatomy, Faculty of Medicine, Chulalongkorn University.",NA,NA
60015336,Chuo University,"Department of Physics, Chuo University",Japan,Tokyo
60092852,Academia Sinica,"Genomics Research Center, Academia Sinica",Taiwan,Taipei
100314967,San Jose Gastroenterology,San Jose Gastroenterology,United States,San Jose
60080544,Bundang Jesaeng General Hospital,"Hepatology Center, Department of Internal Medicine and Biomedical Research Center, Bundang Jesaeng General Hospital",South Korea,Seongnam-si
60001602,Hospital Universitari Vall d'Hebron and Ciberehd del Instituto Carlos III,"Liver Unit, Hospital Universitari Vall d'Hebron and Ciberehd del Instituto Carlos III",Spain,Barcelona
60016862,Hospital Universitario Central de Asturias,"Liver Unit, Division of Gastroenterology and Hepatology, Hospital Universitario Central de Asturias",Spain,Oviedo
60012489,Clinic Fundeni Institute,"Department of Gastroenterology, Clinic Fundeni Institute",Romania,Bucharest
60031633,Mountain View Division,"Palo Alto Medical Foundation, Mountain View Division",United States,Palo Alto
100754626,Chinese Hospital,Chinese Hospital,United States,San Francisco
60276607,Kuroshio Biological Research Foundation,Kuroshio Biological Research Foundation,Japan,Kochi
122957731,Natural History Museum,Natural History Museum,Japan,Kishiwada City
60029183,Gothenburg Natural History Museum,Gothenburg Natural History Museum,Sweden,Gothenburg
60113037,National Museums Northern Ireland,National Museums Northern Ireland,United Kingdom,Holywood
60101985,Koltzov Institute of Developmental Biology RAS,Koltzov Institute of Developmental Biology RAS,Russian Federation,Moscow
100343781,Queen's College,"Department of Physics, Queen's College",India,Chennai
60114928,Department of Biomedical Engineering,"Iskenderun Technical University, Faculty of Engineering and Natural Sciences, Department of Biomedical Engineering",Turkey,NA
60012464,University of Chile,"Department of Chemical Engineering, Biotechnology and Materials, University of Chile",Chile,Santiago
60032964,Texas Tech University Health Sciences Center,"Department of Medicine, Texas Tech University Health Sciences Center",United States,NA
60027795,Einstein Medical Center,"Department of Medicine, Einstein Medical Center",United States,Philadelphia
60017803,Western Sydney University,"NICM, Health Research Institute, Western Sydney University",Australia,Westmead
60016730,National Institute on Alcohol Abuse and Alcoholism,"Section on Nutritional Neuroscience, National Institute on Alcohol Abuse and Alcoholism",United States,Bethesda
60013052,Marine and Environmental Research Centre – CIMA,"Universidade do Algarve, Marine and Environmental Research Centre – CIMA",Portugal,Faro
60020458,Jamia Millia Islamia,"Department of Geography, Faculty of Natural Sciences, Jamia Millia Islamia",India,New Delhi
60086304,Arizona State University,"Institute of Human Origins, Arizona State University",United States,Tempe
60010931,Geological Survey of Israel,Geological Survey of Israel,Israel,Jerusalem
60027811,Hungarian Academy of Sciences,"Institute for Geological and Geochemical Research, Research Centre for Astronomy and Earth Sciences, Hungarian Academy of Sciences",Hungary,Budapest
60032922,University of Rouen Normandie,"IDEES, UMR 6266, CNRS, Geography department, University of Rouen Normandie",France,Mont Saint Aignan
60011931,Pyrenean Institute of Ecology (IPE-CSIC),"Department of Geoenvironmental Processes and Global Change, Pyrenean Institute of Ecology (IPE-CSIC)",Spain,Zaragoza
123437696,South Africa and Human Evolution Research Institute,"Department of Geological Sciences, South Africa and Human Evolution Research Institute",South Africa,NA
60023539,University of Texas,"Department of Geological Sciences, Jackson School of Geosciences, University of Texas",United States,Austin
60016593,Universidad Nacional Autónoma de México,"Centro de Geociencias, Universidad Nacional Autónoma de México",Mexico,Querétaro
60089706,University of Newcastle,"School of Environmental and Life Science, University of Newcastle",Australia,NSW
60091006,Emil Racovita Institute of Speleology,Emil Racovita Institute of Speleology,Romania,Bucharest
60003453,Cornell College,"Department of Geology, Cornell College",United States,Mount Vernon
60014157,Chinese Academy of Sciences,"Key Laboratory of Cenozoic Geology and Environment, Institute of Geology and Geophysics, Chinese Academy of Sciences",China,Beijing
60069827,Research Centre of the Slovenian Academy of Sciences and Arts,"Karst Research Institute, Research Centre of the Slovenian Academy of Sciences and Arts",Slovenia,Postojna
121874752,Ministry of Nature Resources of China,"Field Scientific Observation & Research Base of Karst Eco-environments at Nanchuan in Chongqing, Ministry of Nature Resources of China",China,Chongqing
60074283,Swiss Institute for Speleology and Karst Studies (SISKA),Swiss Institute for Speleology and Karst Studies (SISKA),Switzerland,La Chaux-de-Fonds
114093509,Imprint Analytics GmbH,Imprint Analytics GmbH,Austria,Neutal
60022706,British Geological Survey,"NERC Isotope Geoscience Facility, British Geological Survey",United Kingdom,Nottingham
60023748,ANSTO,ANSTO,Australia,NA
112839409,Electric Power Research Institute of China,Electric Power Research Institute of China,China,Beijing
60108382,University of Bonab,"Department of Electrical Engineering, University of Bonab",Iran,Bonab
60024002,Epidemiology and Clinical Research,"Welch Center for Prevention, Epidemiology and Clinical Research",United States,Baltimore
60023955,Jozef Stefan Institute,"Department of Environmental Sciences, Jozef Stefan Institute",Slovenia,Ljubljana
60138469,National Institutes for Quantum and Radiological Science and Technology (QST),National Institutes for Quantum and Radiological Science and Technology (QST),Japan,Chiba
60106780,Goce Delcev University,Goce Delcev University,North Macedonia,Stip
119764936,Rama 9 Hospital,"Heart Center, Rama 9 Hospital",Thailand,Bangkok
60011702,La Sierra University,"Herpetology Laboratory, Department of Biology, La Sierra University",United States,Riverside
112771173,Joint Russian-Vietnamese Tropical Research and Technological Center,"Laboratory of Tropical Ecology, Joint Russian-Vietnamese Tropical Research and Technological Center",Viet Nam,Hanoi
122146400,Wild Earth Allies,Wild Earth Allies,Cambodia,"Bayap Village, Sangkat Phom Penh Thmei, Khan Sen Sok, Phnom Penh"
60032270,North Dakota State University,"Department of Civil and Environmental Engineering, North Dakota State University",United States,Fargo
60024834,University of Nottingham,"School of Veterinary Medicine and Science, University of Nottingham",United Kingdom,Sutton Bonington
60017148,University Medical Center Maribor,"Department of Anaesthesiology, University Medical Center Maribor",Slovenia,Maribor
108582745,Ratchaphiphat Hospital,"Central Laboratory, Ratchaphiphat Hospital",Thailand,Bangkok
124816026,Princess Maha Chakri Sirindhorn Anthropology Centre,"Office of Academic Affairs and Information, Princess Maha Chakri Sirindhorn Anthropology Centre",Thailand,NA
